mol_id,n_atoms,real_bonds,qtaim_bonds,elf_bonds,qtaim_real,qtaim_nonbond,qtaim_missing,elf_coverage,qtaim_coverage
dsgdb9nsd_125530,16,17,10,17,3,7,14,100%,18%
dsgdb9nsd_112670,21,21,14,21,10,4,11,100%,48%
dsgdb9nsd_022807,16,16,11,16,7,4,9,100%,44%
dsgdb9nsd_007920,16,16,11,16,7,4,9,100%,44%
dsgdb9nsd_049195,18,19,14,19,8,6,11,100%,42%
dsgdb9nsd_109608,20,20,12,20,6,6,14,100%,30%
dsgdb9nsd_057873,19,18,17,17,10,7,8,94%,56%
dsgdb9nsd_117398,20,19,14,19,12,2,7,100%,63%
dsgdb9nsd_006951,16,16,11,16,5,6,11,100%,31%
dsgdb9nsd_077588,21,23,13,23,7,6,16,100%,30%
dsgdb9nsd_057932,18,17,14,17,9,5,8,100%,53%
dsgdb9nsd_090224,21,23,12,23,6,6,17,100%,26%
dsgdb9nsd_018236,16,17,11,17,8,3,9,100%,47%
dsgdb9nsd_055817,19,20,11,20,4,7,16,100%,20%
dsgdb9nsd_051159,13,14,8,14,4,4,10,100%,29%
dsgdb9nsd_013178,17,17,11,16,5,6,12,94%,29%
dsgdb9nsd_017376,20,21,13,21,5,8,16,100%,24%
dsgdb9nsd_025028,15,16,11,16,8,3,8,100%,50%
dsgdb9nsd_048403,16,17,13,17,6,7,11,100%,35%
dsgdb9nsd_041046,19,23,13,23,6,7,17,100%,26%
dsgdb9nsd_127899,14,14,10,14,7,3,7,100%,50%
dsgdb9nsd_070747,21,22,14,22,8,6,14,100%,36%
dsgdb9nsd_083027,23,24,14,24,5,9,19,100%,21%
dsgdb9nsd_043047,17,19,13,19,5,8,14,100%,26%
dsgdb9nsd_070314,20,22,15,22,8,7,14,100%,36%
dsgdb9nsd_111221,21,22,15,22,5,10,17,100%,23%
dsgdb9nsd_094980,19,21,13,21,5,8,16,100%,24%
dsgdb9nsd_105872,22,23,18,23,10,8,13,100%,43%
dsgdb9nsd_050744,16,16,12,16,6,6,10,100%,38%
dsgdb9nsd_112289,20,21,14,21,7,7,14,100%,33%
dsgdb9nsd_114495,20,21,12,21,5,7,16,100%,24%
dsgdb9nsd_079593,17,19,12,19,4,8,15,100%,21%
dsgdb9nsd_102965,20,19,13,19,8,5,11,100%,42%
dsgdb9nsd_089584,21,22,15,22,8,7,14,100%,36%
dsgdb9nsd_092092,19,20,16,20,7,9,13,100%,35%
dsgdb9nsd_103900,22,22,11,22,6,5,16,100%,27%
dsgdb9nsd_066601,17,20,14,20,5,9,15,100%,25%
dsgdb9nsd_052287,16,16,11,16,5,6,11,100%,31%
dsgdb9nsd_057706,20,19,11,18,5,6,14,95%,26%
dsgdb9nsd_058579,21,21,15,21,7,8,14,100%,33%
dsgdb9nsd_023391,20,21,13,21,6,7,15,100%,29%
dsgdb9nsd_072739,21,23,13,23,7,6,16,100%,30%
dsgdb9nsd_046192,17,19,11,19,4,7,15,100%,21%
dsgdb9nsd_047427,20,21,13,21,6,7,15,100%,29%
dsgdb9nsd_022815,17,17,12,16,7,5,10,94%,41%
dsgdb9nsd_016290,14,15,9,14,5,4,10,93%,33%
dsgdb9nsd_068154,16,17,12,17,5,7,12,100%,29%
dsgdb9nsd_044471,16,18,10,18,5,5,13,100%,28%
dsgdb9nsd_000373,14,13,8,13,4,4,9,100%,31%
dsgdb9nsd_045241,17,19,15,19,7,8,12,100%,37%
dsgdb9nsd_080173,17,18,13,18,6,7,12,100%,33%
dsgdb9nsd_056325,19,18,11,18,6,5,12,100%,33%
dsgdb9nsd_131984,13,13,10,13,7,3,6,100%,54%
dsgdb9nsd_003927,10,10,9,10,7,2,3,100%,70%
dsgdb9nsd_066565,18,21,15,21,8,7,13,100%,38%
dsgdb9nsd_005852,24,23,13,23,6,7,17,100%,26%
dsgdb9nsd_008666,16,15,10,15,5,5,10,100%,33%
dsgdb9nsd_116425,19,19,14,19,7,7,12,100%,37%
dsgdb9nsd_072142,19,21,13,21,6,7,15,100%,29%
dsgdb9nsd_067702,17,19,15,19,6,9,13,100%,32%
dsgdb9nsd_120781,20,21,16,21,8,8,13,100%,38%
dsgdb9nsd_003514,17,18,11,18,6,5,12,100%,33%
dsgdb9nsd_045588,17,18,12,18,7,5,11,100%,39%
dsgdb9nsd_119642,20,22,14,21,7,7,15,95%,32%
dsgdb9nsd_005724,16,17,12,17,5,7,12,100%,29%
dsgdb9nsd_079579,19,21,12,21,5,7,16,100%,24%
dsgdb9nsd_017122,17,18,9,18,4,5,14,100%,22%
dsgdb9nsd_028057,17,17,14,16,10,4,7,94%,59%
dsgdb9nsd_108891,16,15,11,15,4,7,11,100%,27%
dsgdb9nsd_013488,19,19,10,19,3,7,16,100%,16%
dsgdb9nsd_029118,12,12,10,12,6,4,6,100%,50%
dsgdb9nsd_004183,15,16,12,16,8,4,8,100%,50%
dsgdb9nsd_119749,23,23,13,23,6,7,17,100%,26%
dsgdb9nsd_127795,16,17,12,16,6,6,11,94%,35%
dsgdb9nsd_044642,17,19,15,19,7,8,12,100%,37%
dsgdb9nsd_048414,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_075143,20,20,11,20,5,6,15,100%,25%
dsgdb9nsd_010605,23,23,13,23,7,6,16,100%,30%
dsgdb9nsd_053968,19,18,10,18,6,4,12,100%,33%
dsgdb9nsd_028070,16,16,13,16,8,5,8,100%,50%
dsgdb9nsd_119698,20,22,15,22,8,7,14,100%,36%
dsgdb9nsd_002242,17,18,11,18,5,6,13,100%,28%
dsgdb9nsd_106862,18,19,10,19,5,5,14,100%,26%
dsgdb9nsd_004983,13,13,11,13,9,2,4,100%,69%
dsgdb9nsd_056865,17,17,11,17,5,6,12,100%,29%
dsgdb9nsd_073335,19,21,13,21,6,7,15,100%,29%
dsgdb9nsd_128393,16,16,13,16,11,2,5,100%,69%
dsgdb9nsd_120047,21,23,13,22,5,8,18,96%,22%
dsgdb9nsd_046876,18,19,13,19,5,8,14,100%,26%
dsgdb9nsd_072896,21,23,14,23,5,9,18,100%,22%
dsgdb9nsd_050240,18,20,15,20,8,7,12,100%,40%
dsgdb9nsd_040269,19,20,14,20,8,6,12,100%,40%
dsgdb9nsd_078758,21,23,13,23,6,7,17,100%,26%
dsgdb9nsd_052446,17,16,11,15,7,4,9,94%,44%
dsgdb9nsd_108623,20,21,15,21,8,7,13,100%,38%
dsgdb9nsd_123662,16,18,12,18,5,7,13,100%,28%
dsgdb9nsd_029152,15,15,14,15,9,5,6,100%,60%
dsgdb9nsd_114709,20,21,14,21,6,8,15,100%,29%
dsgdb9nsd_113921,24,24,15,24,8,7,16,100%,33%
dsgdb9nsd_082263,16,17,13,17,7,6,10,100%,41%
dsgdb9nsd_007540,20,20,12,20,7,5,13,100%,35%
dsgdb9nsd_071064,17,19,11,19,6,5,13,100%,32%
dsgdb9nsd_070073,17,18,12,18,5,7,13,100%,28%
dsgdb9nsd_112504,14,14,10,13,4,6,10,93%,29%
dsgdb9nsd_041911,23,25,16,25,6,10,19,100%,24%
dsgdb9nsd_123026,23,23,13,23,6,7,17,100%,26%
dsgdb9nsd_129199,14,14,11,14,6,5,8,100%,43%
dsgdb9nsd_013317,17,17,12,17,6,6,11,100%,35%
dsgdb9nsd_085180,18,19,14,19,7,7,12,100%,37%
dsgdb9nsd_065460,14,14,10,13,7,3,7,93%,50%
dsgdb9nsd_023549,18,19,14,19,8,6,11,100%,42%
dsgdb9nsd_066486,18,21,15,20,7,8,14,95%,33%
dsgdb9nsd_027101,15,15,12,14,10,2,5,93%,67%
dsgdb9nsd_092350,20,21,14,21,8,6,13,100%,38%
dsgdb9nsd_057488,25,25,16,25,6,10,19,100%,24%
dsgdb9nsd_097153,20,21,13,21,6,7,15,100%,29%
dsgdb9nsd_000199,10,10,9,10,7,2,3,100%,70%
dsgdb9nsd_025198,15,15,14,15,10,4,5,100%,67%
dsgdb9nsd_042940,19,21,13,21,4,9,17,100%,19%
dsgdb9nsd_024474,15,16,13,15,5,8,11,94%,31%
dsgdb9nsd_008006,22,22,14,22,7,7,15,100%,32%
dsgdb9nsd_058233,25,25,14,25,6,8,19,100%,24%
dsgdb9nsd_042608,14,16,11,16,4,7,12,100%,25%
dsgdb9nsd_079978,16,17,13,17,6,7,11,100%,35%
dsgdb9nsd_066481,19,22,13,22,5,8,17,100%,23%
dsgdb9nsd_096720,17,16,12,16,8,4,8,100%,50%
dsgdb9nsd_122999,23,23,12,23,6,6,17,100%,26%
dsgdb9nsd_025338,14,14,13,14,9,4,5,100%,64%
dsgdb9nsd_098989,19,18,12,17,7,5,11,94%,39%
dsgdb9nsd_024524,15,16,14,16,7,7,9,100%,44%
dsgdb9nsd_000254,14,13,7,13,5,2,8,100%,38%
dsgdb9nsd_000320,13,14,10,14,7,3,7,100%,50%
dsgdb9nsd_056052,18,18,10,18,6,4,12,100%,33%
dsgdb9nsd_040567,19,20,15,20,7,8,13,100%,35%
dsgdb9nsd_010670,14,14,7,13,3,4,11,93%,21%
dsgdb9nsd_024666,16,17,15,16,9,6,8,94%,53%
dsgdb9nsd_101873,22,21,14,21,7,7,14,100%,33%
dsgdb9nsd_110787,15,16,11,16,7,4,9,100%,44%
dsgdb9nsd_077283,18,18,12,18,6,6,12,100%,33%
dsgdb9nsd_024753,12,12,10,12,7,3,5,100%,58%
dsgdb9nsd_098896,21,21,13,21,8,5,13,100%,38%
dsgdb9nsd_049519,15,17,15,17,5,10,12,100%,29%
dsgdb9nsd_091050,18,20,15,20,7,8,13,100%,35%
dsgdb9nsd_047200,19,20,12,20,5,7,15,100%,25%
dsgdb9nsd_107565,20,21,13,21,7,6,14,100%,33%
dsgdb9nsd_114919,25,25,15,25,7,8,18,100%,28%
dsgdb9nsd_057896,21,21,14,21,5,9,16,100%,24%
dsgdb9nsd_017062,18,19,11,19,6,5,13,100%,32%
dsgdb9nsd_110312,21,22,14,22,6,8,16,100%,27%
dsgdb9nsd_065086,21,23,11,23,5,6,18,100%,22%
dsgdb9nsd_130084,12,13,10,13,8,2,5,100%,62%
dsgdb9nsd_075101,16,16,12,16,8,4,8,100%,50%
dsgdb9nsd_097139,18,19,12,18,6,6,13,95%,32%
dsgdb9nsd_097324,15,14,11,14,8,3,6,100%,57%
dsgdb9nsd_024405,15,16,13,16,7,6,9,100%,44%
dsgdb9nsd_047843,18,18,14,18,8,6,10,100%,44%
dsgdb9nsd_116754,19,18,13,17,10,3,8,94%,56%
dsgdb9nsd_109402,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_014387,17,19,12,19,6,6,13,100%,32%
dsgdb9nsd_040239,19,21,13,21,7,6,14,100%,33%
dsgdb9nsd_044051,17,19,12,19,5,7,14,100%,26%
dsgdb9nsd_073135,21,23,15,22,6,9,17,96%,26%
dsgdb9nsd_041999,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_085045,20,20,14,20,8,6,12,100%,40%
dsgdb9nsd_096789,17,18,13,18,8,5,10,100%,44%
dsgdb9nsd_108075,18,20,15,20,9,6,11,100%,45%
dsgdb9nsd_069705,18,20,11,19,5,6,15,95%,25%
dsgdb9nsd_006405,17,16,13,16,7,6,9,100%,44%
dsgdb9nsd_073167,18,19,11,19,4,7,15,100%,21%
dsgdb9nsd_112175,17,17,13,17,7,6,10,100%,41%
dsgdb9nsd_076773,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_049167,13,14,12,14,6,6,8,100%,43%
dsgdb9nsd_120606,23,23,14,23,7,7,16,100%,30%
dsgdb9nsd_049438,17,19,16,19,7,9,12,100%,37%
dsgdb9nsd_101497,20,20,12,20,5,7,15,100%,25%
dsgdb9nsd_066076,16,16,11,15,6,5,10,94%,38%
dsgdb9nsd_085805,15,15,9,15,5,4,10,100%,33%
dsgdb9nsd_051172,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_045459,16,17,13,17,7,6,10,100%,41%
dsgdb9nsd_115972,23,23,14,23,6,8,17,100%,26%
dsgdb9nsd_071280,21,23,15,22,7,8,16,96%,30%
dsgdb9nsd_100363,18,17,10,16,5,5,12,94%,29%
dsgdb9nsd_020575,15,15,13,14,7,6,8,93%,47%
dsgdb9nsd_040332,17,21,14,21,6,8,15,100%,29%
dsgdb9nsd_075373,21,22,15,22,7,8,15,100%,32%
dsgdb9nsd_075570,21,22,13,22,7,6,15,100%,32%
dsgdb9nsd_016491,19,21,13,21,6,7,15,100%,29%
dsgdb9nsd_072771,17,19,14,19,7,7,12,100%,37%
dsgdb9nsd_004727,13,13,10,13,6,4,7,100%,46%
dsgdb9nsd_106567,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_041056,16,20,14,20,5,9,15,100%,25%
dsgdb9nsd_133883,17,21,15,21,5,10,16,100%,24%
dsgdb9nsd_040386,18,21,14,21,7,7,14,100%,33%
dsgdb9nsd_002183,17,17,8,17,3,5,14,100%,18%
dsgdb9nsd_041649,19,22,15,22,8,7,14,100%,36%
dsgdb9nsd_094581,19,19,12,19,5,7,14,100%,26%
dsgdb9nsd_101544,16,15,12,15,6,6,9,100%,40%
dsgdb9nsd_045282,17,19,11,19,4,7,15,100%,21%
dsgdb9nsd_067770,16,18,13,18,9,4,9,100%,50%
dsgdb9nsd_022917,20,20,13,20,6,7,14,100%,30%
dsgdb9nsd_021673,13,13,11,13,7,4,6,100%,54%
dsgdb9nsd_064501,19,21,12,21,5,7,16,100%,24%
dsgdb9nsd_056552,19,18,11,18,5,6,13,100%,28%
dsgdb9nsd_119079,25,25,16,25,7,9,18,100%,28%
dsgdb9nsd_112465,18,18,13,18,8,5,10,100%,44%
dsgdb9nsd_081805,21,23,14,23,8,6,15,100%,35%
dsgdb9nsd_050318,18,19,15,19,7,8,12,100%,37%
dsgdb9nsd_014230,19,21,13,21,6,7,15,100%,29%
dsgdb9nsd_051312,19,19,13,19,6,7,13,100%,32%
dsgdb9nsd_123692,15,17,13,17,6,7,11,100%,35%
dsgdb9nsd_076278,17,17,12,17,5,7,12,100%,29%
dsgdb9nsd_062494,22,22,12,22,5,7,17,100%,23%
dsgdb9nsd_044934,19,20,14,20,5,9,15,100%,25%
dsgdb9nsd_078887,20,23,14,23,6,8,17,100%,26%
dsgdb9nsd_016352,16,17,10,17,6,4,11,100%,35%
dsgdb9nsd_112697,25,25,15,25,7,8,18,100%,28%
dsgdb9nsd_016069,20,21,10,21,4,6,17,100%,19%
dsgdb9nsd_046602,15,17,11,17,6,5,11,100%,35%
dsgdb9nsd_119563,21,22,15,22,7,8,15,100%,32%
dsgdb9nsd_045594,18,19,11,19,5,6,14,100%,26%
dsgdb9nsd_126160,20,20,12,20,8,4,12,100%,40%
dsgdb9nsd_107119,19,21,15,21,8,7,13,100%,38%
dsgdb9nsd_048625,21,22,14,20,7,7,15,91%,32%
dsgdb9nsd_023537,14,15,11,14,7,4,8,93%,47%
dsgdb9nsd_077206,14,14,11,14,5,6,9,100%,36%
dsgdb9nsd_124036,14,15,11,15,4,7,11,100%,27%
dsgdb9nsd_114572,18,19,12,19,5,7,14,100%,26%
dsgdb9nsd_065874,16,16,12,15,9,3,7,94%,56%
dsgdb9nsd_112988,17,17,12,17,5,7,12,100%,29%
dsgdb9nsd_024515,14,15,13,15,7,6,8,100%,47%
dsgdb9nsd_021299,14,14,10,14,7,3,7,100%,50%
dsgdb9nsd_078313,21,23,15,23,6,9,17,100%,26%
dsgdb9nsd_129061,12,12,9,12,6,3,6,100%,50%
dsgdb9nsd_081713,21,22,16,22,7,9,15,100%,32%
dsgdb9nsd_046927,16,17,13,17,8,5,9,100%,47%
dsgdb9nsd_125636,15,15,11,15,9,2,6,100%,60%
dsgdb9nsd_128410,18,18,11,18,7,4,11,100%,39%
dsgdb9nsd_041880,20,21,14,21,8,6,13,100%,38%
dsgdb9nsd_105661,18,18,11,18,6,5,12,100%,33%
dsgdb9nsd_029107,13,13,10,13,6,4,7,100%,46%
dsgdb9nsd_111668,18,19,15,19,6,9,13,100%,32%
dsgdb9nsd_041671,17,19,13,19,7,6,12,100%,37%
dsgdb9nsd_046786,18,19,14,19,7,7,12,100%,37%
dsgdb9nsd_076116,17,18,12,17,6,6,12,94%,33%
dsgdb9nsd_128144,19,19,13,19,9,4,10,100%,47%
dsgdb9nsd_128825,18,18,12,17,7,5,11,94%,39%
dsgdb9nsd_062582,20,22,15,22,6,9,16,100%,27%
dsgdb9nsd_040370,20,23,13,23,5,8,18,100%,22%
dsgdb9nsd_047208,17,18,11,18,6,5,12,100%,33%
dsgdb9nsd_025121,12,12,11,12,9,2,3,100%,75%
dsgdb9nsd_048544,19,21,13,21,6,7,15,100%,29%
dsgdb9nsd_097372,21,21,14,21,10,4,11,100%,48%
dsgdb9nsd_040128,18,20,16,20,8,8,12,100%,40%
dsgdb9nsd_078841,16,18,13,18,6,7,12,100%,33%
dsgdb9nsd_022876,16,16,12,16,7,5,9,100%,44%
dsgdb9nsd_046743,16,18,13,18,5,8,13,100%,28%
dsgdb9nsd_106536,20,21,12,21,6,6,15,100%,29%
dsgdb9nsd_046382,19,20,11,20,4,7,16,100%,20%
dsgdb9nsd_047524,17,18,13,18,4,9,14,100%,22%
dsgdb9nsd_025963,16,16,13,16,7,6,9,100%,44%
dsgdb9nsd_068860,20,22,14,22,7,7,15,100%,32%
dsgdb9nsd_043009,17,19,14,19,5,9,14,100%,26%
dsgdb9nsd_069492,20,22,15,22,8,7,14,100%,36%
dsgdb9nsd_090916,21,23,13,23,6,7,17,100%,26%
dsgdb9nsd_103623,21,21,17,21,9,8,12,100%,43%
dsgdb9nsd_047190,16,16,12,16,7,5,9,100%,44%
dsgdb9nsd_024399,18,19,14,19,6,8,13,100%,32%
dsgdb9nsd_081465,20,22,16,22,7,9,15,100%,32%
dsgdb9nsd_024417,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_066257,17,17,11,16,7,4,10,94%,41%
dsgdb9nsd_072895,17,19,12,18,7,5,12,95%,37%
dsgdb9nsd_008432,18,19,13,19,6,7,13,100%,32%
dsgdb9nsd_100817,20,19,13,19,7,6,12,100%,37%
dsgdb9nsd_044539,14,16,12,16,7,5,9,100%,44%
dsgdb9nsd_051775,18,18,14,18,9,5,9,100%,50%
dsgdb9nsd_086196,25,25,15,24,6,9,19,96%,24%
dsgdb9nsd_129311,12,12,10,12,7,3,5,100%,58%
dsgdb9nsd_054203,16,17,12,17,6,6,11,100%,35%
dsgdb9nsd_016805,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_041488,17,19,13,19,7,6,12,100%,37%
dsgdb9nsd_124714,16,16,12,16,9,3,7,100%,56%
dsgdb9nsd_085181,17,18,15,18,6,9,12,100%,33%
dsgdb9nsd_024578,17,18,14,18,9,5,9,100%,50%
dsgdb9nsd_028392,14,14,10,14,6,4,8,100%,43%
dsgdb9nsd_045128,13,14,9,14,3,6,11,100%,21%
dsgdb9nsd_112978,22,23,13,23,7,6,16,100%,30%
dsgdb9nsd_003870,11,11,9,11,7,2,4,100%,64%
dsgdb9nsd_045290,17,19,14,19,6,8,13,100%,32%
dsgdb9nsd_026926,16,16,12,15,4,8,12,94%,25%
dsgdb9nsd_080984,20,21,13,21,5,8,16,100%,24%
dsgdb9nsd_041662,19,22,14,21,4,10,18,95%,18%
dsgdb9nsd_025781,16,16,12,16,7,5,9,100%,44%
dsgdb9nsd_026879,15,15,11,15,7,4,8,100%,47%
dsgdb9nsd_047011,15,16,12,16,5,7,11,100%,31%
dsgdb9nsd_092112,20,22,13,21,6,7,16,95%,27%
dsgdb9nsd_029001,12,12,10,12,7,3,5,100%,58%
dsgdb9nsd_090256,20,22,15,22,6,9,16,100%,27%
dsgdb9nsd_092459,19,20,15,20,6,9,14,100%,30%
dsgdb9nsd_072153,21,23,15,23,5,10,18,100%,22%
dsgdb9nsd_068165,19,20,12,20,7,5,13,100%,35%
dsgdb9nsd_042986,17,19,12,19,5,7,14,100%,26%
dsgdb9nsd_125078,15,15,10,14,6,4,9,93%,40%
dsgdb9nsd_066434,20,23,13,23,6,7,17,100%,26%
dsgdb9nsd_058013,19,18,15,18,10,5,8,100%,56%
dsgdb9nsd_092263,23,24,13,24,4,9,20,100%,17%
dsgdb9nsd_041196,20,22,14,22,8,6,14,100%,36%
dsgdb9nsd_042664,17,19,13,19,4,9,15,100%,21%
dsgdb9nsd_008353,16,17,8,17,4,4,13,100%,24%
dsgdb9nsd_059096,22,22,14,22,8,6,14,100%,36%
dsgdb9nsd_124552,19,19,12,19,7,5,12,100%,37%
dsgdb9nsd_056850,19,20,12,20,5,7,15,100%,25%
dsgdb9nsd_095894,19,19,13,19,6,7,13,100%,32%
dsgdb9nsd_081033,23,24,12,24,5,7,19,100%,21%
dsgdb9nsd_015702,16,16,12,16,6,6,10,100%,38%
dsgdb9nsd_093827,21,21,16,21,7,9,14,100%,33%
dsgdb9nsd_023555,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_086384,22,23,16,23,8,8,15,100%,35%
dsgdb9nsd_048689,15,16,12,16,7,5,9,100%,44%
dsgdb9nsd_061365,14,13,9,11,4,5,9,85%,31%
dsgdb9nsd_130708,14,16,11,16,7,4,9,100%,44%
dsgdb9nsd_111682,21,22,16,22,5,11,17,100%,23%
dsgdb9nsd_089904,20,21,12,21,7,5,14,100%,33%
dsgdb9nsd_056858,17,18,12,17,6,6,12,94%,33%
dsgdb9nsd_131564,14,15,12,15,8,4,7,100%,53%
dsgdb9nsd_094425,17,18,14,18,8,6,10,100%,44%
dsgdb9nsd_061830,20,20,14,20,9,5,11,100%,45%
dsgdb9nsd_091514,19,20,14,20,9,5,11,100%,45%
dsgdb9nsd_116484,21,21,14,21,8,6,13,100%,38%
dsgdb9nsd_007860,17,17,12,17,6,6,11,100%,35%
dsgdb9nsd_083638,23,24,14,24,5,9,19,100%,21%
dsgdb9nsd_055504,16,15,10,15,7,3,8,100%,47%
dsgdb9nsd_120018,20,20,12,20,5,7,15,100%,25%
dsgdb9nsd_123184,22,22,12,22,7,5,15,100%,32%
dsgdb9nsd_040319,18,20,15,20,8,7,12,100%,40%
dsgdb9nsd_120124,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_025552,15,15,12,15,8,4,7,100%,53%
dsgdb9nsd_084228,21,23,12,23,5,7,18,100%,22%
dsgdb9nsd_019258,15,16,13,16,5,8,11,100%,31%
dsgdb9nsd_077032,17,17,12,16,4,8,13,94%,24%
dsgdb9nsd_093998,15,15,11,15,5,6,10,100%,33%
dsgdb9nsd_110682,21,23,13,22,5,8,18,96%,22%
dsgdb9nsd_108539,18,20,14,20,7,7,13,100%,35%
dsgdb9nsd_093515,20,20,13,20,9,4,11,100%,45%
dsgdb9nsd_112714,25,25,17,25,7,10,18,100%,28%
dsgdb9nsd_002416,13,14,10,14,5,5,9,100%,36%
dsgdb9nsd_006980,20,20,11,20,5,6,15,100%,25%
dsgdb9nsd_007660,18,19,14,19,6,8,13,100%,32%
dsgdb9nsd_045686,16,17,14,17,8,6,9,100%,47%
dsgdb9nsd_005998,22,21,10,21,6,4,15,100%,29%
dsgdb9nsd_098756,20,21,13,21,6,7,15,100%,29%
dsgdb9nsd_006767,22,21,12,20,6,6,15,95%,29%
dsgdb9nsd_041409,19,21,15,21,6,9,15,100%,29%
dsgdb9nsd_047224,17,18,15,18,8,7,10,100%,44%
dsgdb9nsd_090794,17,19,12,19,4,8,15,100%,21%
dsgdb9nsd_042072,17,17,13,17,11,2,6,100%,65%
dsgdb9nsd_103063,17,18,13,18,6,7,12,100%,33%
dsgdb9nsd_108422,21,22,13,22,6,7,16,100%,27%
dsgdb9nsd_022772,16,16,13,15,7,6,9,94%,44%
dsgdb9nsd_044638,16,18,14,18,6,8,12,100%,33%
dsgdb9nsd_060764,17,16,16,16,14,2,2,100%,88%
dsgdb9nsd_041650,18,21,13,21,5,8,16,100%,24%
dsgdb9nsd_121132,23,23,12,23,6,6,17,100%,26%
dsgdb9nsd_018640,20,21,14,21,4,10,17,100%,19%
dsgdb9nsd_084064,17,17,11,17,6,5,11,100%,35%
dsgdb9nsd_130879,11,9,9,9,4,5,5,100%,44%
dsgdb9nsd_023250,16,17,12,17,5,7,12,100%,29%
dsgdb9nsd_103755,23,23,14,23,7,7,16,100%,30%
dsgdb9nsd_017268,22,23,11,23,3,8,20,100%,13%
dsgdb9nsd_126770,19,19,10,19,6,4,13,100%,32%
dsgdb9nsd_129066,14,14,12,14,9,3,5,100%,64%
dsgdb9nsd_013204,16,16,13,16,6,7,10,100%,38%
dsgdb9nsd_045231,17,19,15,19,7,8,12,100%,37%
dsgdb9nsd_120412,18,18,14,18,8,6,10,100%,44%
dsgdb9nsd_040068,18,20,11,20,5,6,15,100%,25%
dsgdb9nsd_045029,15,16,11,16,6,5,10,100%,38%
dsgdb9nsd_002426,15,17,8,17,3,5,14,100%,18%
dsgdb9nsd_072953,17,18,11,18,5,6,13,100%,28%
dsgdb9nsd_084826,18,18,16,18,8,8,10,100%,44%
dsgdb9nsd_124098,14,15,12,15,9,3,6,100%,60%
dsgdb9nsd_115940,22,23,14,23,7,7,16,100%,30%
dsgdb9nsd_070251,24,25,13,25,7,6,18,100%,28%
dsgdb9nsd_017202,15,17,11,17,6,5,11,100%,35%
dsgdb9nsd_043010,18,20,13,20,5,8,15,100%,25%
dsgdb9nsd_042101,23,24,14,24,7,7,17,100%,29%
dsgdb9nsd_085437,19,20,12,20,5,7,15,100%,25%
dsgdb9nsd_022118,22,21,14,21,9,5,12,100%,43%
dsgdb9nsd_011269,16,16,11,16,6,5,10,100%,38%
dsgdb9nsd_000182,12,12,9,12,6,3,6,100%,50%
dsgdb9nsd_077667,23,24,13,23,7,6,17,96%,29%
dsgdb9nsd_087777,20,22,15,22,9,6,13,100%,41%
dsgdb9nsd_027678,14,14,10,14,7,3,7,100%,50%
dsgdb9nsd_111882,22,23,18,23,7,11,16,100%,30%
dsgdb9nsd_084101,21,22,13,22,6,7,16,100%,27%
dsgdb9nsd_075091,17,18,13,18,10,3,8,100%,56%
dsgdb9nsd_017846,18,20,11,20,5,6,15,100%,25%
dsgdb9nsd_091269,20,21,13,21,5,8,16,100%,24%
dsgdb9nsd_104273,17,17,14,17,6,8,11,100%,35%
dsgdb9nsd_093423,19,19,14,19,8,6,11,100%,42%
dsgdb9nsd_129591,12,12,9,11,6,3,6,92%,50%
dsgdb9nsd_003120,12,13,8,13,4,4,9,100%,31%
dsgdb9nsd_057477,25,25,15,25,6,9,19,100%,24%
dsgdb9nsd_102798,23,22,16,22,7,9,15,100%,32%
dsgdb9nsd_023455,18,19,13,19,6,7,13,100%,32%
dsgdb9nsd_077715,19,21,15,21,7,8,14,100%,33%
dsgdb9nsd_045205,15,17,11,17,5,6,12,100%,29%
dsgdb9nsd_000762,10,10,8,10,6,2,4,100%,60%
dsgdb9nsd_104732,25,25,13,25,7,6,18,100%,28%
dsgdb9nsd_074932,19,21,14,21,6,8,15,100%,29%
dsgdb9nsd_005347,13,13,11,13,5,6,8,100%,38%
dsgdb9nsd_063138,21,22,15,22,6,9,16,100%,27%
dsgdb9nsd_042910,19,21,10,21,3,7,18,100%,14%
dsgdb9nsd_070005,17,19,13,19,7,6,12,100%,37%
dsgdb9nsd_050758,20,20,14,20,9,5,11,100%,45%
dsgdb9nsd_103170,21,21,16,21,10,6,11,100%,48%
dsgdb9nsd_065344,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_028208,19,20,15,20,10,5,10,100%,50%
dsgdb9nsd_009328,18,17,11,17,7,4,10,100%,41%
dsgdb9nsd_105354,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_017540,16,18,10,18,4,6,14,100%,22%
dsgdb9nsd_041759,19,20,14,20,4,10,16,100%,20%
dsgdb9nsd_112980,21,22,15,22,8,7,14,100%,36%
dsgdb9nsd_027766,16,17,12,16,6,6,11,94%,35%
